,id,Город / Район,Микрорайон,Количество комнат,Тип аренды,Количество спальных мест,Общая площадь,Площадь кухни,Санузел,Балкон,Обустройство быта,В ванной,На кухне,Кому сдается,Предоплата,Этаж,Этажность дома,Материал стен,Год постройки,Окна выходят,Обустройство дома,Состояние,Адрес,Стоимость,Жилая площадь,Студия,Ремонт,В новостройке,Метро,Возможен обмен,Товары с Куфар Оплатой,Есть проходная комната,Без мебели,Пешком до ближайшей станции,До ближайшей станции на транспорте
79,115645260,Ленинский,,1,Долгосрочная,,51.6 м²,,Раздельный,Лоджия,"Мебель, Телевизор",Стиральная машина,"Холодильник, Электрическая плита",,,,,Каркасно-блочный,2007,,Лифт,Вторичное жилье,"Рокоссовского пр, 80, мкр. Серебрянка, Ленинский район, Минск",300 $ *,,,,,,,,,,,
80,115731079,Советский,,1,Долгосрочная,4,,,Раздельный,Лоджия,"Wi-Fi, Телевизор, Мебель","Душевая кабина, Стиральная машина, Фен, Комплект полотенец","Холодильник, СВЧ-печь, Посудомоечная машина, Посуда/столовые приборы, Электрическая плита","Студентам, С животными, С детьми, Парам, Рабочим, Командировочным",Месяц,18,19,Панельный,,Юг,"Лифт, Домофон",Вторичное жилье,"Старовиленская ул, 95, Минск",300 $ *,,,Косметический,,,,,,,,
81,115731031,Московский,,1,Долгосрочная,,36.5 м²,6.9 м²,Раздельный,Лоджия,,,,,,4,9,Панельный,,,,Новое,"Короля ул, 38/1, Минск",350 $ *,19.9 м²,,,,Молодежная,,,,,,
82,115727982,Советский,,1,Долгосрочная,1,58 м²,11 м²,Совмещенный,Лоджия,"Утюг, Телевизор",Стиральная машина,"Электрическая плита, Посуда/столовые приборы, Холодильник",,2 месяца,,,Монолитный,2015,,"Лифт, Видеонаблюдение",Новое,"Платонова ул, 33, Минск",360 $ *,28 м²,,,,Площадь Якуба Коласа,,,,,,
83,115724715,Заводской,Шабаны,1,Долгосрочная,,,,Раздельный,Есть,Мебель,Стиральная машина,Холодильник,,,,,,,,,Вторичное жилье,"Селицкого ул, 95, Минск",200 $ *,,,Косметический,,,,,,,,
84,115723553,Советский,Сельхозпоселок,1,Долгосрочная,,46.5 м²,10.4 м²,Совмещенный,Лоджия,,,,,,2,19,Кирпичный,,,,Новое,"Леонида Беды ул, 33, Минск",330 $ *,19.2 м²,,,,,,,,,,
85,115718183,Фрунзенский,Запад,1,Долгосрочная,,,,Раздельный,Есть,"Мебель, Телевизор, Wi-Fi",Стиральная машина,Холодильник,,,,,,,,,Вторичное жилье,"Одинцова ул, Минск",230 $ *,,,Косметический,,Каменная горка,,,,,,
86,115709515,Московский,,1,Долгосрочная,,35 м²,7 м²,,,"Мебель, Wi-Fi",Стиральная машина,Холодильник,,,,,,,,,Вторичное жилье,"Розы Люксембург ул, 138, Минск",250 $ *,17 м²,,Косметический,,Грушевка,,,,,,
87,115707253,Московский,Малиновка,1,Долгосрочная,,40 м²,9 м²,Раздельный,Лоджия,"Мебель, Wi-Fi",Стиральная машина,Холодильник,,,4,9,,,,,Вторичное жилье,"Сергея Есенина ул, 83, Минск",220 $ *,18 м²,,Косметический,,,,,,,,
88,115706414,Фрунзенский,Домбровка,1,Долгосрочная,,40 м²,9 м²,Раздельный,Нет,"Мебель, Wi-Fi",Стиральная машина,,,,,,,,,,Вторичное жилье,"Матусевича ул, 86, Минск",210 $ *,18 м²,,Косметический,,,,,,,,
89,115706073,Первомайский,,1,Долгосрочная,,,,Совмещенный,Есть,Мебель,Стиральная машина,"Газовая плита, СВЧ-печь, Холодильник",,,,,,,,,Вторичное жилье,"Ботаническая ул, 3, Минск",220 $ *,,,,,,,,,,,
90,115704640,Фрунзенский,Сухарево,1,Долгосрочная,3,,,Совмещенный,Нет,"Утюг, Телефон, Мебель, Wi-Fi",Стиральная машина,"Электрическая плита, СВЧ-печь, Холодильник","Рабочим, Парам, С детьми, С животными, Студентам",Месяц,1,12,Панельный,,Во двор,"Лифт, Мусоропровод",Вторичное жилье,"Чайлытко ул, 20, мкр. Сухарево-1, Минск",240 $ *,,,Косметический,,,,,,,,
91,115699296,Ленинский,Серебрянка,1,Долгосрочная,,40 м²,6 м²,Раздельный,Есть,,,,,Месяц,3,7,Панельный,1982,,Лифт,Вторичное жилье,"Плеханова ул, 26, Минск",230 $ *,18 м²,,Косметический,,,,,,Да,,
92,115681060,Заводской,Чижовка,1,Долгосрочная,,36.3 м²,8 м²,Раздельный,,,,,,,2,7,Кирпичный,2005,,,Новое,"Уборевича ул, 174, Чижовка, Минск",210 $ *,17.3 м²,,,,,,,,,,
93,112028416,Октябрьский,,1,Долгосрочная,,43.8 м²,10 м²,Раздельный,Лоджия,,,Электрическая плита,"Парам, С детьми, С животными, Студентам",,10,10,Каркасный,2018,Во двор,"Лифт, Пандус, Парковка крытая, Домофон",Новое,"Могилёвская ул, 24, Минск",450 $ *,18 м²,,Евро,,Институт культуры,,,,,,
94,113791842,Центральный,Заславская,1,Долгосрочная,2,35 м²,8 м²,Раздельный,Есть,"Утюг, Телефон, Мебель, Wi-Fi",Стиральная машина,"Электрическая плита, Посуда/столовые приборы, СВЧ-печь, Холодильник",,Месяц,6,9,Панельный,1986,Во двор,"Лифт, Огороженная территория, Стояночное место, Домофон, Видеонаблюдение",Вторичное жилье,"Заславская ул, 12, Минск",280 $ *,17 м²,,Косметический,,Фрунзенская,,,,,,
95,115674548,Первомайский,Восточный,1,Долгосрочная,,35 м²,7.2 м²,Совмещенный,,"Телефон, Мебель, Телевизор, Wi-Fi","Комплект полотенец, Фен, Стиральная машина, Душевая кабина","Газовая плита, Посуда/столовые приборы, Посудомоечная машина, СВЧ-печь, Холодильник",Парам,Месяц,4,5,Блочный,,На улицу,"Домофон, Подвал",Вторичное жилье,"Гуртьева ул, 18, мкр. Великий Лес, Минск",300 $ *,18 м²,,Евро,,,,,,,,
96,115673441,Советский,Комаровка,1,Долгосрочная,,35.7 м²,7.8 м²,Совмещенный,,,,,,,5,16,Монолитный,,,,Новое,"Веры Хоружей ул, 10к1, Минск",330 $ *,18.3 м²,,,,Площадь Якуба Коласа,,,,,,
